Cena,Cena za m²,Czynsz (dodatkowo),Finanse,Liczba pokoi,Link,Miejsce,Oferta od,Powierzchnia,Poziom,Rodzaj zabudowy,Rynek,Umeblowane,Miasto
165 000 złDo negocjacji,4370.86 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"37,75 m²",2,Blok,Wtórny,Nie,myslowice
1 300 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,38 m²,2,Kamienica,,Tak,myslowice
1 000 złDo negocjacji,,"328,84 zł",,Kawalerka,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,32 m²,Parter,Blok,,Tak,myslowice
265 000 zł,4568.97 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,58 m²,10,Blok,Wtórny,Tak,myslowice
2 200 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,90 m²,2,Kamienica,,Tak,myslowice
198 000 złDo negocjacji,3535.71 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,56 m²,2,Kamienica,Wtórny,Tak,myslowice
1 500 zł,,100 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,45 m²,,Kamienica,,Tak,myslowice
700 zł,,240 zł,,Kawalerka,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,28 m²,2,Kamienica,,Nie,myslowice
390 000 złDo negocjacji,3911.34 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"99,71 m²",2,Kamienica,Wtórny,Tak,myslowice
990 zł,,400 zł,,Kawalerka,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,32 m²,7,Blok,,Tak,myslowice
299 900 zł,5786.22 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"51,83 m²",3,Apartamentowiec,Pierwotny,Nie,myslowice
650 zł,,530 zł,,Kawalerka,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,28 m²,2,Kamienica,,Tak,myslowice
1 300 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,56 m²,2,Kamienica,,Tak,myslowice
2 000 zł,,500 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,55 m²,1,Apartamentowiec,,Tak,myslowice
119 000 zł,2833.33 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,42 m²,2,Kamienica,Wtórny,Nie,myslowice
181 900 zł,5052.78 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,36 m²,Parter,Blok,Wtórny,Tak,myslowice
1 600 zł,,"189,16 zł",,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,40 m²,Parter,Kamienica,,Tak,myslowice
159 000 zł,3864.85 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"41,14 m²",1,Blok,Wtórny,Nie,myslowice
2 000 zł,,500 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,55 m²,1,Apartamentowiec,,Tak,myslowice
1 500 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"38,60 m²",2,Blok,,Nie,myslowice
890 zł,,210 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,36 m²,1,Kamienica,,Tak,myslowice
157 000 zł,4906.25 zł/m²,,Otwórz konto w promocji >>,1 pokój,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,32 m²,3,Blok,Wtórny,Tak,myslowice
1 800 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,60 m²,4,Apartamentowiec,,Tak,myslowice
2 300 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,67 m²,5,Apartamentowiec,,Tak,myslowice
3 500 zł,,1 zł,,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,83 m²,4,Apartamentowiec,,Tak,myslowice
1 300 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,60 m²,2,Kamienica,,Tak,myslowice
418 000 zł,6430.77 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,65 m²,Parter,Blok,Wtórny,Tak,myslowice
1 500 zł,,500 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,38 m²,1,Blok,,Nie,myslowice
1 500 zł,,500 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,38 m²,1,Blok,,Nie,myslowice
403 500 zł,3103.85 zł/m²,,Otwórz konto w promocji >>,4 i więcej,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,130 m²,Parter,Kamienica,Wtórny,Nie,myslowice
249 000 zł,4368.42 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,57 m²,4,Blok,Wtórny,Nie,myslowice
no data,,,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,39 m²,2,Kamienica,,Nie,myslowice
1 299 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,55 m²,2,Kamienica,,Tak,myslowice
2 999 zł,,1 zł,,4 i więcej,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,100 m²,1,Kamienica,,Tak,myslowice
350 000 złDo negocjacji,5384.62 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,65 m²,1,Kamienica,Wtórny,Tak,myslowice
700 zł,,240 zł,,Kawalerka,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,28 m²,2,Kamienica,,Tak,myslowice
800 zł,,270 zł,,Kawalerka,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,39 m²,3,Kamienica,,Tak,myslowice
1 200 zł,,1 200 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,40 m²,4,Szeregowiec,,Tak,myslowice
2 400 zł,,1 zł,,4 i więcej,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,60 m²,,Kamienica,,Tak,myslowice
1 299 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,56 m²,2,Kamienica,,Tak,myslowice
148 000 zł,3288.89 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,45 m²,Parter,Kamienica,Wtórny,Tak,myslowice
258 830 zł,5500 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"47,06 m²",1,Apartamentowiec,Wtórny,Nie,myslowice
159 000 złDo negocjacji,4184.21 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,38 m²,2,Blok,Wtórny,Tak,myslowice
no data,,,,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,50 m²,3,Blok,,Nie,myslowice
181 900 zł,5052.78 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,36 m²,Parter,Blok,Wtórny,Tak,myslowice
1 000 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,30 m²,2,Blok,,Tak,myslowice
no data,,,,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,100 m²,1,Kamienica,,Nie,myslowice
350 000 zł,6730.77 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,52 m²,3,Blok,Wtórny,Nie,myslowice
1 455 zł,,50 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,52 m²,3,Blok,,Tak,myslowice
700 zł,,240 zł,,Kawalerka,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,28 m²,2,Kamienica,,Tak,myslowice
800 zł,,1 zł,,Kawalerka,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,27 m²,2,Kamienica,,Tak,myslowice
1 300 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"51,50 m²",2,Blok,,Nie,myslowice
1 800 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,60 m²,2,Kamienica,,Tak,myslowice
1 400 złDo negocjacji,,200 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,45 m²,Powyżej 10,Blok,,Tak,myslowice
250 000 złDo negocjacji,4166.67 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,60 m²,Parter,Blok,Wtórny,Tak,myslowice
220 000 złDo negocjacji,3548.39 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,62 m²,10,Blok,Wtórny,Tak,myslowice
1 200 zł,,300 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,37 m²,Parter,Blok,,Tak,myslowice
1 800 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Biuro / Deweloper,56 m²,Parter,Kamienica,,Tak,myslowice
125 000 zł,4844.96 zł/m²,,Otwórz konto w promocji >>,1 pokój,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"25,80 m²",1,Blok,Wtórny,Tak,myslowice
no data,,,,4 i więcej,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,100 m²,,Blok,,Nie,myslowice
1 600 zł,,560 zł,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,37 m²,9,Blok,,Tak,myslowice
155 000 zł,3780.49 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,41 m²,2,Blok,Wtórny,Nie,myslowice
no data,,,,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,"48,65 m²",3,Blok,,Nie,myslowice
145 000 zł,4677.42 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,31 m²,7,Blok,Wtórny,Tak,myslowice
160 000 złDo negocjacji,3720.93 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/niski-czynsz-2-pok-wys-standard-bezposrednio-CID3-IDDqbAB.html#d5360b39d9,"Mysłowice, Śląskie",Osoby prywatnej,43 m²,10,Blok,Wtórny,Tak,myslowice
1 200 zł,,600 zł,,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,53 m²,1,Blok,,Tak,mikolow
280 000 złDo negocjacji,4057.97 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Goj",Osoby prywatnej,69 m²,4,Blok,Wtórny,Tak,mikolow
1 200 zł,,170 zł,,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Borowa Wieś",Osoby prywatnej,38 m²,1,Blok,,Tak,mikolow
900 zł,,100 zł,,Kawalerka,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,25 m²,3,Blok,,Tak,mikolow
1 100 złDo negocjacji,,400 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,"49,34 m²",3,Blok,,Tak,mikolow
1 400 zł,,1 400 zł,,Kawalerka,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Nowy Świat",Biuro / Deweloper,35 m²,3,Apartamentowiec,,Tak,mikolow
164 000 złDo negocjacji,5125 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,32 m²,Parter,Blok,Wtórny,Tak,mikolow
1 500 zł,,350 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,45 m²,1,Blok,,Tak,mikolow
1 500 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,56 m²,2,Kamienica,,Tak,mikolow
1 500 złDo negocjacji,,650 zł,,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,56 m²,3,Blok,,Tak,mikolow
1 150 złDo negocjacji,,350 zł,,Kawalerka,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,35 m²,Parter,Blok,,Tak,mikolow
259 000 zł,4686.93 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,"55,26 m²",4,Blok,Wtórny,Tak,mikolow
700 zł,,1 zł,,Kawalerka,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,34 m²,1,Dom wolnostojący,,Nie,mikolow
1 200 złDo negocjacji,,350 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,36 m²,Parter,Blok,,Tak,mikolow
1 700 zł,,1 700 zł,,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,55 m²,1,Kamienica,,Nie,mikolow
1 450 złDo negocjacji,,1 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,50 m²,Poddasze,Dom wolnostojący,,Nie,mikolow
1 550 zł,,1 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Reta",Osoby prywatnej,65 m²,Poddasze,Dom wolnostojący,,Nie,mikolow
195 000 złDo negocjacji,4285.71 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,"45,50 m²",3,Blok,Wtórny,Tak,mikolow
no data,,,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,37 m²,1,Blok,,Tak,mikolow
990 zł,,300 zł,,Kawalerka,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,29 m²,3,Blok,,Tak,mikolow
255 000 złDo negocjacji,4229.56 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Borowa Wieś",Osoby prywatnej,"60,29 m²",Parter,Blok,Wtórny,Nie,mikolow
2 500 złDo negocjacji,,1 zł,,4 i więcej,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,120 m²,1,Kamienica,,Nie,mikolow
1 000 zł,,500 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,53 m²,2,Blok,,Tak,mikolow
1 300 zł,,200 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,"54,50 m²",4,Blok,,Tak,mikolow
325 000 złDo negocjacji,5379.01 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,"60,42 m²",4,Blok,Wtórny,Tak,mikolow
1 100 złDo negocjacji,,1 zł,,Kawalerka,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,40 m²,Parter,Kamienica,,Nie,mikolow
249 000 zł,4150 zł/m²,,Otwórz konto w promocji >>,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,60 m²,2,Blok,Wtórny,Tak,mikolow
1 100 zł,,371 zł,,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Borowa Wieś",Osoby prywatnej,38 m²,3,Blok,,Nie,mikolow
179 000 zł,3711.38 zł/m²,,Otwórz konto w promocji >>,2 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,"48,23 m²",4,Blok,Wtórny,Nie,mikolow
1 500 zł,,550 zł,,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,70 m²,3,Blok,,Tak,mikolow
no data,,,,3 pokoje,https://www.olx.pl/oferta/mieszkanie-mikolow-centrum-ul-juliusza-slowackiego-CID3-IDEaoWg.html#9897455e69,"Mikołów, mikołowski, Śląskie, Centrum",Osoby prywatnej,"55,34 m²",2,Blok,,Nie,mikolow
